question_id,origin,type,prompt,correct_answer,correct_answer_latin,correct_answer_german,distractors,concept_ids,source_relation_id,relation_type,direction,evidence_status,quiz_eligible,status,generation_rule,explanation
term_muscle_fibularis_brevis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus fibularis brevis?,Fibularis brevis muscle,Musculus fibularis brevis,kurzer Wadenbeinmuskel,,muscle_fibularis_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_fibularis_longus_en_de,canonical_terminology,typing,Give the German anatomical term for Fibularis longus muscle.,langer Wadenbeinmuskel,Musculus fibularis longus,langer Wadenbeinmuskel,,muscle_fibularis_longus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_fibularis_longus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Fibularis longus muscle.,Musculus fibularis longus,Musculus fibularis longus,langer Wadenbeinmuskel,,muscle_fibularis_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_fibularis_longus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus fibularis longus?,Fibularis longus muscle,Musculus fibularis longus,langer Wadenbeinmuskel,,muscle_fibularis_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_fibularis_tertius_en_de,canonical_terminology,typing,Give the German anatomical term for Fibularis tertius muscle.,dritter Wadenbeinmuskel,Musculus fibularis tertius,dritter Wadenbeinmuskel,,muscle_fibularis_tertius,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_fibularis_tertius_en_la,canonical_terminology,typing,Give the Latin anatomical term for Fibularis tertius muscle.,Musculus fibularis tertius,Musculus fibularis tertius,dritter Wadenbeinmuskel,,muscle_fibularis_tertius,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_fibularis_tertius_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus fibularis tertius?,Fibularis tertius muscle,Musculus fibularis tertius,dritter Wadenbeinmuskel,,muscle_fibularis_tertius,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_carpi_radialis_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor carpi radialis muscle.,speichenseitiger Handbeuger,Musculus flexor carpi radialis,speichenseitiger Handbeuger,,muscle_flexor_carpi_radialis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_carpi_radialis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor carpi radialis muscle.,Musculus flexor carpi radialis,Musculus flexor carpi radialis,speichenseitiger Handbeuger,,muscle_flexor_carpi_radialis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_carpi_radialis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor carpi radialis?,Flexor carpi radialis muscle,Musculus flexor carpi radialis,speichenseitiger Handbeuger,,muscle_flexor_carpi_radialis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_carpi_ulnaris_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor carpi ulnaris muscle.,ellenseitiger Handbeuger,Musculus flexor carpi ulnaris,ellenseitiger Handbeuger,,muscle_flexor_carpi_ulnaris,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_carpi_ulnaris_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor carpi ulnaris muscle.,Musculus flexor carpi ulnaris,Musculus flexor carpi ulnaris,ellenseitiger Handbeuger,,muscle_flexor_carpi_ulnaris,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_carpi_ulnaris_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor carpi ulnaris?,Flexor carpi ulnaris muscle,Musculus flexor carpi ulnaris,ellenseitiger Handbeuger,,muscle_flexor_carpi_ulnaris,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_digiti_minimi_brevis_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor digiti minimi brevis muscle.,kurzer Kleinfingerbeuger,Musculus flexor digiti minimi brevis,kurzer Kleinfingerbeuger,,muscle_flexor_digiti_minimi_brevis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_digiti_minimi_brevis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor digiti minimi brevis muscle.,Musculus flexor digiti minimi brevis,Musculus flexor digiti minimi brevis,kurzer Kleinfingerbeuger,,muscle_flexor_digiti_minimi_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_digiti_minimi_brevis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor digiti minimi brevis?,Flexor digiti minimi brevis muscle,Musculus flexor digiti minimi brevis,kurzer Kleinfingerbeuger,,muscle_flexor_digiti_minimi_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_digiti_minimi_brevis_lower_limb_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor digiti minimi brevis muscle.,kurzer Kleinzehenbeuger,Musculus flexor digiti minimi brevis,kurzer Kleinzehenbeuger,,muscle_flexor_digiti_minimi_brevis_lower_limb,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_digiti_minimi_brevis_lower_limb_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor digiti minimi brevis muscle.,Musculus flexor digiti minimi brevis,Musculus flexor digiti minimi brevis,kurzer Kleinzehenbeuger,,muscle_flexor_digiti_minimi_brevis_lower_limb,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_digiti_minimi_brevis_lower_limb_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor digiti minimi brevis?,Flexor digiti minimi brevis muscle,Musculus flexor digiti minimi brevis,kurzer Kleinzehenbeuger,,muscle_flexor_digiti_minimi_brevis_lower_limb,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_digitorum_brevis_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor digitorum brevis muscle.,kurzer Zehenbeuger,Musculus flexor digitorum brevis,kurzer Zehenbeuger,,muscle_flexor_digitorum_brevis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_digitorum_brevis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor digitorum brevis muscle.,Musculus flexor digitorum brevis,Musculus flexor digitorum brevis,kurzer Zehenbeuger,,muscle_flexor_digitorum_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_digitorum_brevis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor digitorum brevis?,Flexor digitorum brevis muscle,Musculus flexor digitorum brevis,kurzer Zehenbeuger,,muscle_flexor_digitorum_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_digitorum_longus_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor digitorum longus muscle.,langer Zehenbeuger,Musculus flexor digitorum longus,langer Zehenbeuger,,muscle_flexor_digitorum_longus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_digitorum_longus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor digitorum longus muscle.,Musculus flexor digitorum longus,Musculus flexor digitorum longus,langer Zehenbeuger,,muscle_flexor_digitorum_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_digitorum_longus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor digitorum longus?,Flexor digitorum longus muscle,Musculus flexor digitorum longus,langer Zehenbeuger,,muscle_flexor_digitorum_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_digitorum_profundus_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor digitorum profundus muscle.,tiefer Fingerbeuger,Musculus flexor digitorum profundus,tiefer Fingerbeuger,,muscle_flexor_digitorum_profundus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_digitorum_profundus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor digitorum profundus muscle.,Musculus flexor digitorum profundus,Musculus flexor digitorum profundus,tiefer Fingerbeuger,,muscle_flexor_digitorum_profundus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_digitorum_profundus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor digitorum profundus?,Flexor digitorum profundus muscle,Musculus flexor digitorum profundus,tiefer Fingerbeuger,,muscle_flexor_digitorum_profundus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_digitorum_superficialis_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor digitorum superficialis muscle.,oberflächlicher Fingerbeuger,Musculus flexor digitorum superficialis,oberflächlicher Fingerbeuger,,muscle_flexor_digitorum_superficialis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_digitorum_superficialis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor digitorum superficialis muscle.,Musculus flexor digitorum superficialis,Musculus flexor digitorum superficialis,oberflächlicher Fingerbeuger,,muscle_flexor_digitorum_superficialis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_digitorum_superficialis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor digitorum superficialis?,Flexor digitorum superficialis muscle,Musculus flexor digitorum superficialis,oberflächlicher Fingerbeuger,,muscle_flexor_digitorum_superficialis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_hallucis_brevis_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor hallucis brevis muscle.,kurzer Großzehenbeuger,Musculus flexor hallucis brevis,kurzer Großzehenbeuger,,muscle_flexor_hallucis_brevis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_hallucis_brevis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor hallucis brevis muscle.,Musculus flexor hallucis brevis,Musculus flexor hallucis brevis,kurzer Großzehenbeuger,,muscle_flexor_hallucis_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_hallucis_brevis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor hallucis brevis?,Flexor hallucis brevis muscle,Musculus flexor hallucis brevis,kurzer Großzehenbeuger,,muscle_flexor_hallucis_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_hallucis_longus_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor hallucis longus muscle.,langer Großzehenbeuger,Musculus flexor hallucis longus,langer Großzehenbeuger,,muscle_flexor_hallucis_longus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_hallucis_longus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor hallucis longus muscle.,Musculus flexor hallucis longus,Musculus flexor hallucis longus,langer Großzehenbeuger,,muscle_flexor_hallucis_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_hallucis_longus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor hallucis longus?,Flexor hallucis longus muscle,Musculus flexor hallucis longus,langer Großzehenbeuger,,muscle_flexor_hallucis_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_pollicis_brevis_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor pollicis brevis muscle.,kurzer Daumenbeuger,Musculus flexor pollicis brevis,kurzer Daumenbeuger,,muscle_flexor_pollicis_brevis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_pollicis_brevis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor pollicis brevis muscle.,Musculus flexor pollicis brevis,Musculus flexor pollicis brevis,kurzer Daumenbeuger,,muscle_flexor_pollicis_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_pollicis_brevis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor pollicis brevis?,Flexor pollicis brevis muscle,Musculus flexor pollicis brevis,kurzer Daumenbeuger,,muscle_flexor_pollicis_brevis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_flexor_pollicis_longus_en_de,canonical_terminology,typing,Give the German anatomical term for Flexor pollicis longus muscle.,langer Daumenbeuger,Musculus flexor pollicis longus,langer Daumenbeuger,,muscle_flexor_pollicis_longus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_flexor_pollicis_longus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Flexor pollicis longus muscle.,Musculus flexor pollicis longus,Musculus flexor pollicis longus,langer Daumenbeuger,,muscle_flexor_pollicis_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_flexor_pollicis_longus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus flexor pollicis longus?,Flexor pollicis longus muscle,Musculus flexor pollicis longus,langer Daumenbeuger,,muscle_flexor_pollicis_longus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gastrocnemius_en_de,canonical_terminology,typing,Give the German anatomical term for Gastrocnemius muscle.,zweiköpfiger Wadenmuskel,Musculus gastrocnemius,zweiköpfiger Wadenmuskel,,muscle_gastrocnemius,,,terminology,source_backed,true,generated_from_canonical_terminology,terminology:en_to_de,
term_muscle_gastrocnemius_en_la,canonical_terminology,typing,Give the Latin anatomical term for Gastrocnemius muscle.,Musculus gastrocnemius,Musculus gastrocnemius,zweiköpfiger Wadenmuskel,,muscle_gastrocnemius,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gastrocnemius_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gastrocnemius?,Gastrocnemius muscle,Musculus gastrocnemius,zweiköpfiger Wadenmuskel,,muscle_gastrocnemius,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gemellus_inferior_en_de,canonical_terminology,typing,Give the German anatomical term for Inferior gemellus muscle.,unterer Zwillingsmuskel,Musculus gemellus inferior,unterer Zwillingsmuskel,,muscle_gemellus_inferior,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_gemellus_inferior_en_la,canonical_terminology,typing,Give the Latin anatomical term for Inferior gemellus muscle.,Musculus gemellus inferior,Musculus gemellus inferior,unterer Zwillingsmuskel,,muscle_gemellus_inferior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gemellus_inferior_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gemellus inferior?,Inferior gemellus muscle,Musculus gemellus inferior,unterer Zwillingsmuskel,,muscle_gemellus_inferior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gemellus_superior_en_de,canonical_terminology,typing,Give the German anatomical term for Superior gemellus muscle.,oberer Zwillingsmuskel,Musculus gemellus superior,oberer Zwillingsmuskel,,muscle_gemellus_superior,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_gemellus_superior_en_la,canonical_terminology,typing,Give the Latin anatomical term for Superior gemellus muscle.,Musculus gemellus superior,Musculus gemellus superior,oberer Zwillingsmuskel,,muscle_gemellus_superior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gemellus_superior_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gemellus superior?,Superior gemellus muscle,Musculus gemellus superior,oberer Zwillingsmuskel,,muscle_gemellus_superior,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_genioglossus_en_de,canonical_terminology,typing,Give the German anatomical term for Genioglossus muscle.,Kinn-Zungen-Muskel,Musculus genioglossus,Kinn-Zungen-Muskel,,muscle_genioglossus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_genioglossus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Genioglossus muscle.,Musculus genioglossus,Musculus genioglossus,Kinn-Zungen-Muskel,,muscle_genioglossus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_genioglossus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus genioglossus?,Genioglossus muscle,Musculus genioglossus,Kinn-Zungen-Muskel,,muscle_genioglossus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_geniohyoideus_en_de,canonical_terminology,typing,Give the German anatomical term for Geniohyoid muscle.,Kinn-Zungenbein-Muskel,Musculus geniohyoideus,Kinn-Zungenbein-Muskel,,muscle_geniohyoideus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_geniohyoideus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Geniohyoid muscle.,Musculus geniohyoideus,Musculus geniohyoideus,Kinn-Zungenbein-Muskel,,muscle_geniohyoideus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_geniohyoideus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus geniohyoideus?,Geniohyoid muscle,Musculus geniohyoideus,Kinn-Zungenbein-Muskel,,muscle_geniohyoideus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gluteus_maximus_en_de,canonical_terminology,typing,Give the German anatomical term for Gluteus maximus muscle.,großer Gesäßmuskel,Musculus gluteus maximus,großer Gesäßmuskel,,muscle_gluteus_maximus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_gluteus_maximus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Gluteus maximus muscle.,Musculus gluteus maximus,Musculus gluteus maximus,großer Gesäßmuskel,,muscle_gluteus_maximus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gluteus_maximus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gluteus maximus?,Gluteus maximus muscle,Musculus gluteus maximus,großer Gesäßmuskel,,muscle_gluteus_maximus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gluteus_medius_en_de,canonical_terminology,typing,Give the German anatomical term for Gluteus medius muscle.,mittlerer Gesäßmuskel,Musculus gluteus medius,mittlerer Gesäßmuskel,,muscle_gluteus_medius,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_gluteus_medius_en_la,canonical_terminology,typing,Give the Latin anatomical term for Gluteus medius muscle.,Musculus gluteus medius,Musculus gluteus medius,mittlerer Gesäßmuskel,,muscle_gluteus_medius,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gluteus_medius_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gluteus medius?,Gluteus medius muscle,Musculus gluteus medius,mittlerer Gesäßmuskel,,muscle_gluteus_medius,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gluteus_minimus_en_de,canonical_terminology,typing,Give the German anatomical term for Gluteus minimus muscle.,kleiner Gesäßmuskel,Musculus gluteus minimus,kleiner Gesäßmuskel,,muscle_gluteus_minimus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_gluteus_minimus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Gluteus minimus muscle.,Musculus gluteus minimus,Musculus gluteus minimus,kleiner Gesäßmuskel,,muscle_gluteus_minimus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gluteus_minimus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gluteus minimus?,Gluteus minimus muscle,Musculus gluteus minimus,kleiner Gesäßmuskel,,muscle_gluteus_minimus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_gracilis_en_de,canonical_terminology,typing,Give the German anatomical term for Gracilis muscle.,schlanker Muskel,Musculus gracilis,schlanker Muskel,,muscle_gracilis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_gracilis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Gracilis muscle.,Musculus gracilis,Musculus gracilis,schlanker Muskel,,muscle_gracilis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_gracilis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus gracilis?,Gracilis muscle,Musculus gracilis,schlanker Muskel,,muscle_gracilis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_helicis_major_en_de,canonical_terminology,typing,Give the German anatomical term for Major helicis muscle.,großer Helixmuskel,Musculus helicis major,großer Helixmuskel,,muscle_helicis_major,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_helicis_major_en_la,canonical_terminology,typing,Give the Latin anatomical term for Major helicis muscle.,Musculus helicis major,Musculus helicis major,großer Helixmuskel,,muscle_helicis_major,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_helicis_major_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus helicis major?,Major helicis muscle,Musculus helicis major,großer Helixmuskel,,muscle_helicis_major,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_helicis_minor_en_de,canonical_terminology,typing,Give the German anatomical term for Minor helicis muscle.,kleiner Helixmuskel,Musculus helicis minor,kleiner Helixmuskel,,muscle_helicis_minor,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_helicis_minor_en_la,canonical_terminology,typing,Give the Latin anatomical term for Minor helicis muscle.,Musculus helicis minor,Musculus helicis minor,kleiner Helixmuskel,,muscle_helicis_minor,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_helicis_minor_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus helicis minor?,Minor helicis muscle,Musculus helicis minor,kleiner Helixmuskel,,muscle_helicis_minor,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_hyoglossus_en_de,canonical_terminology,typing,Give the German anatomical term for Hyoglossus muscle.,Zungenbein-Zungen-Muskel,Musculus hyoglossus,Zungenbein-Zungen-Muskel,,muscle_hyoglossus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_hyoglossus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Hyoglossus muscle.,Musculus hyoglossus,Musculus hyoglossus,Zungenbein-Zungen-Muskel,,muscle_hyoglossus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_hyoglossus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus hyoglossus?,Hyoglossus muscle,Musculus hyoglossus,Zungenbein-Zungen-Muskel,,muscle_hyoglossus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_iliacus_en_de,canonical_terminology,typing,Give the German anatomical term for Iliacus muscle.,Darmbeinmuskel,Musculus iliacus,Darmbeinmuskel,,muscle_iliacus,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_iliacus_en_la,canonical_terminology,typing,Give the Latin anatomical term for Iliacus muscle.,Musculus iliacus,Musculus iliacus,Darmbeinmuskel,,muscle_iliacus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_iliacus_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus iliacus?,Iliacus muscle,Musculus iliacus,Darmbeinmuskel,,muscle_iliacus,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_iliocostalis_cervicis_en_de,canonical_terminology,typing,Give the German anatomical term for Iliocostalis cervicis muscle.,Halsanteil des Darmbein-Rippen-Muskels,Musculus iliocostalis cervicis,Halsanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_cervicis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_iliocostalis_cervicis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Iliocostalis cervicis muscle.,Musculus iliocostalis cervicis,Musculus iliocostalis cervicis,Halsanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_cervicis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_iliocostalis_cervicis_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus iliocostalis cervicis?,Iliocostalis cervicis muscle,Musculus iliocostalis cervicis,Halsanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_cervicis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_iliocostalis_lumborum_en_de,canonical_terminology,typing,Give the German anatomical term for Iliocostalis lumborum muscle.,Lendenanteil des Darmbein-Rippen-Muskels,Musculus iliocostalis lumborum,Lendenanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_lumborum,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_iliocostalis_lumborum_en_la,canonical_terminology,typing,Give the Latin anatomical term for Iliocostalis lumborum muscle.,Musculus iliocostalis lumborum,Musculus iliocostalis lumborum,Lendenanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_lumborum,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_muscle_iliocostalis_lumborum_la_en,canonical_terminology,typing,What is the English anatomical name of Musculus iliocostalis lumborum?,Iliocostalis lumborum muscle,Musculus iliocostalis lumborum,Lendenanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_lumborum,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_muscle_iliocostalis_thoracis_en_de,canonical_terminology,typing,Give the German anatomical term for Iliocostalis thoracis muscle.,Brustanteil des Darmbein-Rippen-Muskels,Musculus iliocostalis thoracis,Brustanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_thoracis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_muscle_iliocostalis_thoracis_en_la,canonical_terminology,typing,Give the Latin anatomical term for Iliocostalis thoracis muscle.,Musculus iliocostalis thoracis,Musculus iliocostalis thoracis,Brustanteil des Darmbein-Rippen-Muskels,,muscle_iliocostalis_thoracis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
