id,pharm_type,english_name,slovak_name,drug_class,subclass,mechanism_of_action,indications,contraindications,adverse_effects_common,adverse_effects_serious,interactions_key,pregnancy,routes,onset,duration,notes
immuno18_004,drug,Tacrolimus,Takrolimus,Immunopharmacology,calcineurin inhibitor,Binds intracellular protein → inhibits calcineurin → ↓IL-2 and T-cell activation.,Organ transplantation; autoimmune diseases (selected).,Uncontrolled infection; malignancy (relative).,Hypertension; tremor; nephrotoxicity.,Severe nephrotoxicity; neurotoxicity.,"CYP3A4 inhibitors (macrolides, azoles) ↑ levels; grapefruit juice.",avoid,PO; IV,days,long-term,More potent than cyclosporine; higher diabetes risk.
immuno18_005,drug_class,Antiproliferative immunosuppressants,Antiproliferatívne imunosupresíva,Immunopharmacology,antiproliferative agents,Inhibit lymphocyte proliferation via purine synthesis or nucleotide metabolism blockade.,Transplant rejection prophylaxis; autoimmune diseases.,Pregnancy (agent-dependent); severe marrow suppression.,GI upset; cytopenias.,Severe infections; malignancy.,Additive myelosuppression; xanthine oxidase inhibitors with azathioprine.,agent-dependent,PO; IV,weeks,long-term,Bone marrow monitoring required.
immuno18_006,drug,Azathioprine,Azatioprín,Immunopharmacology,antiproliferative agent,Inhibits de novo purine synthesis → ↓B- and T-cell proliferation.,Transplant rejection prophylaxis; autoimmune diseases.,Pregnancy (especially mycophenolate); severe infection.,Diarrhea; leukopenia.,Severe infections; malignancy.,Allopurinol ↑ azathioprine toxicity; additive myelosuppression.,contraindicated (MMF),PO; IV,weeks,long-term,Purine analog; TPMT deficiency increases toxicity.
immuno18_007,drug,Mycophenolate mofetil,Mykofenolát mofetil,Immunopharmacology,antiproliferative agent,Inhibits de novo purine synthesis → ↓B- and T-cell proliferation.,Transplant rejection prophylaxis; autoimmune diseases.,Pregnancy (especially mycophenolate); severe infection.,Diarrhea; leukopenia.,Severe infections; malignancy.,Allopurinol ↑ azathioprine toxicity; additive myelosuppression.,contraindicated (MMF),PO; IV,weeks,long-term,Selective lymphocyte proliferation inhibitor; teratogenic.
immuno18_008,drug,Sirolimus,Sirolimus,Immunopharmacology,mTOR inhibitor (immunosuppressant),Inhibits mTOR → blocks IL-2–mediated T-cell proliferation.,Organ transplantation.,Pregnancy; severe hepatic impairment.,Hyperlipidemia; thrombocytopenia.,Delayed wound healing; pneumonitis.,CYP3A4 interactions.,avoid,PO,weeks,long-term,Less nephrotoxic than calcineurin inhibitors.
immuno18_009,drug,Prednisone,Prednizón,Immunopharmacology,systemic corticosteroid,Suppresses inflammatory gene transcription and cytokine production.,Autoimmune and inflammatory diseases; transplant rejection treatment.,Systemic infections (relative).,Weight gain; hyperglycemia; mood changes.,Adrenal suppression; osteoporosis; severe infections.,NSAIDs ↑ GI bleed; vaccines less effective.,use if needed,PO; IV,hours,days to weeks,Cornerstone but long-term toxicity significant.
immuno18_010,drug_class,Immunostimulants,Imunostimulanciá,Immunopharmacology,immunostimulants,Enhance immune response or replace deficient immune components.,Immunodeficiency; oncology adjuncts; chronic infections (selected).,Autoimmune disease (relative).,Flu-like symptoms; injection site reactions.,Autoimmune activation; cytokine release.,Additive immune activation with other stimulants.,agent-dependent,SC; IV; IM,days,variable,Use cautiously to avoid immune overactivation.
immuno18_011,drug,Interferon alfa,Interferón alfa,Immunopharmacology,cytokine immunostimulant,Enhances antiviral and antitumor immune responses.,Chronic viral hepatitis; certain malignancies.,Severe psychiatric disease.,Flu-like symptoms; fatigue.,Depression; cytopenias.,Additive myelosuppression.,avoid,SC; IM,days,weeks to months,Neuropsychiatric monitoring important.
immuno18_012,drug,Interleukin-2 (Aldesleukin),Interleukín-2 (Aldesleukín),Immunopharmacology,cytokine immunostimulant,Stimulates proliferation of T cells and NK cells.,Metastatic renal cell carcinoma; melanoma (selected).,Cardiopulmonary disease.,Fever; hypotension.,Capillary leak syndrome; organ failure.,Additive cardiotoxicity.,contraindicated,IV,hours,days,High toxicity limits use.
immuno18_013,drug_class,Immunomodulatory biologics,Imunomodulačné biologiká,Immunopharmacology,immunomodulatory biologics,Target specific cytokines or immune checkpoints to modulate immune response.,Autoimmune diseases; inflammatory disorders; oncology.,Active infection; latent TB (anti-TNF).,Injection site reactions.,Severe infections; malignancy; immune-mediated reactions.,Live vaccines contraindicated; additive immunosuppression.,agent-dependent,SC; IV,weeks,long-term,Screen for latent infections prior to therapy.
immuno18_014,drug,Infliximab,Infliximab,Immunopharmacology,anti-TNF biologic,Monoclonal antibody neutralizing TNF-α.,IBD; rheumatoid arthritis; psoriasis.,Active infection; TB.,Infusion reactions.,Severe infections; heart failure exacerbation.,Other immunosuppressants ↑ infection risk.,avoid,IV,weeks,months,Screen for TB/hepatitis before initiation.
immuno18_015,drug,Adalimumab,Adalimumab,Immunopharmacology,anti-TNF biologic,Fully human anti-TNF monoclonal antibody.,RA; IBD; psoriasis.,Active infection; TB.,Injection site reactions.,Severe infections; demyelinating disease.,Live vaccines contraindicated.,avoid,SC,weeks,months,Common outpatient biologic.
immuno18_016,drug,Etanercept,Etanercept,Immunopharmacology,anti-TNF biologic,Fusion protein of TNF receptor and IgG.,RA; psoriasis; ankylosing spondylitis.,Active infection; TB.,Injection site reactions.,Severe infections; heart failure exacerbation.,Live vaccines contraindicated; additive immunosuppression.,avoid,SC,weeks,months,Less effective in IBD than monoclonal anti-TNFs.
immuno18_017,drug,Secukinumab,Secukinumab,Immunopharmacology,anti-IL-17 biologic,Monoclonal antibody against IL-17A.,Psoriasis; psoriatic arthritis; ankylosing spondylitis.,Active infection.,Injection site reactions.,Severe infections; neutropenia.,Live vaccines contraindicated.,avoid,SC,weeks,months,Newer biologic with good efficacy in psoriasis.
immuno18_018,drug,Abatacept,Abatacept,Immunopharmacology,CTLA-4 Ig,Fusion protein that inhibits T-cell activation by blocking CD80/86.,RA; juvenile idiopathic arthritis.,Active infection.,Infusion reactions; headache.,Severe infections; malignancy.,Live vaccines contraindicated; additive immunosuppression.,avoid,IV,weeks,months,Used in RA patients with inadequate response to TNF inhibitors.
immuno18_019,drug,Rituximab,Rituximab,Immunopharmacology,anti-CD20 biologic,Monoclonal antibody against CD20 on B cells.,B-cell lymphomas; CLL; autoimmune diseases (selected).,Active severe infection.,Infusion reactions.,Severe infections; HBV reactivation.,Immunosuppressants increase infection risk.,avoid,IV,weeks,months,Screen for hepatitis B prior to therapy.
immuno18_020,drug,Omalizumab,Omalizumab,Immunopharmacology,anti-IgE biologic,Monoclonal antibody against IgE.,Severe allergic asthma; chronic urticaria.,Active infection.,Injection site reactions; headache.,Severe infections; anaphylaxis (rare).,Live vaccines contraindicated.,avoid,SC,weeks,long-term,Used in severe asthma with elevated IgE levels.
auto19_001,drug_class,"Autacoids, allergy and migraine therapy","Autakoidy, alergia a liečba migrény",Autacoid pharmacology,topic overview,"Drugs modulating local mediators such as histamine, serotonin and CGRP involved in allergy, inflammation and migraine.",Allergic diseases; anaphylaxis; migraine (acute and prophylaxis).,Agent-dependent.,Sedation; GI upset; flushing.,Anaphylaxis; cardiovascular events (some antimigraine drugs).,Additive CNS depression with sedatives; serotonergic interactions.,agent-dependent,PO; IV; SC; intranasal,minutes to hours,hours to days,"Know mediator–receptor relationships: H1, 5-HT, CGRP."
auto19_002,drug_class,Antihistamines,Antihistaminiká,Autacoid pharmacology,H1 antagonists,"Block H1 receptors → ↓allergic symptoms (itching, vasodilation).",Allergic rhinitis; urticaria; motion sickness (1st gen).,Narrow-angle glaucoma; urinary retention (1st gen).,Sedation; dry mouth (1st gen).,QT prolongation (rare).,Additive CNS depressants; anticholinergics.,generally safe,PO; IV,minutes,hours,Second-generation preferred for daily use.
auto19_003,drug,Diphenhydramine,Difenhydramín,Autacoid pharmacology,first-generation,H1 receptor blockade.,Allergic rhinitis; urticaria.,Hypersensitivity.,Sedation (esp. diphenhydramine); dry mouth.,QT prolongation (rare).,Additive sedation with alcohol/sedatives.,generally safe,PO,30–60 min,12–24 h,Sedating; anticholinergic effects.
auto19_004,drug,Loratadine,Loratadín,Autacoid pharmacology,second-generation,H1 receptor blockade.,Allergic rhinitis; urticaria.,Hypersensitivity.,Sedation (esp. diphenhydramine); dry mouth.,QT prolongation (rare).,Additive sedation with alcohol/sedatives.,generally safe,PO,30–60 min,12–24 h,Non-sedating; once daily.
auto19_005,drug,Cetirizine,Cetirizín,Autacoid pharmacology,second-generation,H1 receptor blockade.,Allergic rhinitis; urticaria.,Hypersensitivity.,Sedation (esp. diphenhydramine); dry mouth.,QT prolongation (rare).,Additive sedation with alcohol/sedatives.,generally safe,PO,30–60 min,12–24 h,Mild sedation possible.
auto19_006,drug,Cromolyn sodium,Kromoglykát sodný,Autacoid pharmacology,mast cell stabilizer,Prevents mast cell degranulation → ↓histamine release.,Allergic rhinitis; asthma prophylaxis.,Hypersensitivity.,Throat irritation; cough.,Rare bronchospasm.,Minimal interactions.,safe,inhalation; intranasal,days,short,"Preventive, not for acute relief."
auto19_007,drug_class,Antimigraine drugs,Antimigreniká,Autacoid pharmacology,migraine therapy,Modulate serotonergic or CGRP pathways to abort or prevent migraine.,Migraine (acute and prophylaxis).,Cardiovascular disease (triptans).,Nausea; dizziness.,Ischemia; serotonin syndrome.,SSRIs/SNRIs ↑ serotonin syndrome risk.,agent-dependent,PO; SC; intranasal,minutes to hours,hours,Separate acute vs preventive therapy.
auto19_008,drug,Sumatriptan,Sumatriptán,Autacoid pharmacology,triptan (5-HT1 agonist),5-HT1B/1D agonist → vasoconstriction; ↓CGRP release.,Acute migraine attack.,Ischemic heart disease; stroke; uncontrolled hypertension.,Chest tightness; flushing; dizziness.,Coronary vasospasm; serotonin syndrome.,SSRIs/SNRIs; MAO inhibitors (agent-dependent).,avoid,PO; SC; intranasal,minutes,2–6 h,5-HT1B/1D agonist; acute migraine.
auto19_009,drug,Rizatriptan,Rizatriptán,Autacoid pharmacology,triptan (5-HT1 agonist),5-HT1B/1D agonist → vasoconstriction; ↓CGRP release.,Acute migraine attack.,Ischemic heart disease; stroke; uncontrolled hypertension.,Chest tightness; flushing; dizziness.,Coronary vasospasm; serotonin syndrome.,SSRIs/SNRIs; MAO inhibitors (agent-dependent).,avoid,PO; SC; intranasal,minutes,2–6 h,Fast-acting triptan.
auto19_010,drug,Erenumab,Erenumab,Autacoid pharmacology,CGRP monoclonal antibody,Blocks CGRP receptor → migraine prevention.,Migraine prophylaxis.,Hypersensitivity.,Injection site reactions; constipation.,Hypertension (rare).,Few major interactions.,avoid,SC,weeks,months,Preventive therapy only.
auto19_011,drug,Ibuprofen,Ibuprofén,Autacoid pharmacology,NSAID (migraine adjunct),COX inhibition → ↓prostaglandin synthesis.,Mild–moderate migraine; pain.,Peptic ulcer disease; renal failure.,GI upset.,GI bleeding; renal injury.,Anticoagulants ↑ bleeding risk.,use if needed,PO,30–60 min,6–8 h,Often first-line in mild migraine.
auto19_012,drug,Naproxen,Naproxén,Autacoid pharmacology,NSAID (migraine adjunct),COX inhibition → ↓prostaglandin synthesis.,Mild–moderate migraine; pain.,Peptic ulcer disease; renal failure.,GI upset.,GI bleeding; renal injury.,Anticoagulants ↑ bleeding risk.,use if needed,PO,30–60 min,8–12 h,Longer duration than ibuprofen.
bone20_001,drug_class,Bone metabolism minerals and vitamins,Metabolizmus kostí minerály a vitamíny,Bone & mineral pharmacology,topic overview,Agents affecting bone remodeling calcium phosphate balance and vitamin homeostasis,Osteoporosis osteomalacia Paget disease mineral deficiencies,Agent dependent,GI upset musculoskeletal pain,Atypical fractures osteonecrosis of jaw severe hypo or hypercalcemia,Calcium iron reduce absorption renal dosing often required,agent-dependent,PO IV SC IM,days to weeks,weeks to months,Check calcium and vitamin D before antiresorptive therapy
bone20_002,drug_class,Bisphosphonates,Bisfosfonáty,Bone & mineral pharmacology,antiresorptive,Bind hydroxyapatite and inhibit osteoclast mediated bone resorption,Osteoporosis Paget disease hypercalcemia of malignancy,Esophageal disorders hypocalcemia severe renal impairment,GI irritation musculoskeletal pain,Osteonecrosis of jaw atypical femoral fractures esophagitis,Calcium iron reduce absorption NSAIDs increase GI risk,avoid,PO IV,weeks,months,Fasting administration upright posture required
bone20_003,drug,Alendronate,Alendronát,Bone & mineral pharmacology,bisphosphonate,Inhibits osteoclast activity and induces apoptosis,Osteoporosis,Hypocalcemia severe renal impairment esophageal disease,GI upset,ONJ atypical fractures,Calcium iron reduce absorption,avoid,PO,weeks,months,Weekly oral first line therapy
bone20_004,drug,Risedronate,Risedronát,Bone & mineral pharmacology,bisphosphonate,Inhibits osteoclast mediated bone resorption,Osteoporosis,Hypocalcemia severe renal impairment,GI upset,ONJ atypical fractures,Calcium iron reduce absorption,avoid,PO,weeks,months,Slightly better GI tolerance
bone20_005,drug,Zoledronic acid,Kyselina zoledrónová,Bone & mineral pharmacology,bisphosphonate,Potent osteoclast inhibition via IV bisphosphonate,Osteoporosis Paget disease bone metastases,Hypocalcemia severe renal impairment,Flu like symptoms,ONJ renal toxicity,Nephrotoxic drugs,avoid,IV,weeks,months,Yearly IV dosing
bone20_006,drug,Denosumab,Denosumab,Bone & mineral pharmacology,RANKL inhibitor,Monoclonal antibody against RANKL reducing osteoclast formation,Osteoporosis bone metastases,Hypocalcemia,Musculoskeletal pain eczema,Severe hypocalcemia infections ONJ,Additive hypocalcemia risk,avoid,SC,weeks,months,Rebound vertebral fractures if stopped abruptly
bone20_007,drug,Teriparatide,Teriparatid,Bone & mineral pharmacology,PTH analog anabolic,Intermittent PTH receptor activation increases osteoblast activity,Severe osteoporosis high fracture risk,Hypercalcemia bone malignancy Paget disease,Nausea dizziness leg cramps,Osteosarcoma risk theoretical,Calcium supplements increase hypercalcemia risk,avoid,SC,weeks,months,Maximum duration limited
bone20_008,drug,Calcitonin,Kalcitonín,Bone & mineral pharmacology,calcitonin,Inhibits osteoclast activity modest analgesic effect,Paget disease acute hypercalcemia vertebral fracture pain,Hypersensitivity,Nasal irritation nausea,Hypocalcemia rare,Minimal,use if needed,intranasal SC IM,hours,short,Weak antiresorptive not first line
bone20_009,drug_class,Calcium and vitamin D,Vápnik a vitamín D,Bone & mineral pharmacology,supplementation,Provide substrates for bone mineralization,Deficiency prevention adjunct osteoporosis therapy,Hypercalcemia nephrolithiasis,Constipation GI upset,Hypercalcemia kidney stones,Chelates tetracyclines levothyroxine thiazides increase calcium,generally safe,PO,days,ongoing,Ensure adequacy before antiresorptives
bone20_010,drug,Calcium carbonate,Uhličitan vápenatý,Bone & mineral pharmacology,calcium salt,Provides elemental calcium,Calcium deficiency osteoporosis prevention,Hypercalcemia achlorhydria,Constipation bloating,Nephrolithiasis,Reduces absorption of iron levothyroxine tetracyclines,generally safe,PO,days,ongoing,Take with meals
bone20_011,drug,Cholecalciferol Vitamin D3,Cholekalciferol vitamín D3,Bone & mineral pharmacology,vitamin D,Increases intestinal calcium and phosphate absorption,Vitamin D deficiency osteoporosis prevention,Hypercalcemia,GI upset,Vitamin D toxicity hypercalcemia,Thiazides increase calcium,generally safe,PO,weeks,weeks to months,Monitor levels in high dose therapy
bone20_012,drug,Sevelamer,Sevelamer,Bone & mineral pharmacology,phosphate binder,Binds phosphate in gut reducing serum phosphate,Hyperphosphatemia in CKD,Bowel obstruction,GI upset,Bowel perforation rare,Reduces absorption of fat soluble vitamins,use if needed,PO,days,ongoing,Non calcium phosphate binder
cv21_001,drug_class,Hypertension therapy,Liečba hypertenzie,Cardiovascular pharmacology,topic overview,Lower blood pressure by reducing cardiac output vascular resistance or circulating volume,Primary and secondary hypertension,Agent dependent,Dizziness fatigue,Severe hypotension electrolyte disorders,Combination therapy interactions common,agent-dependent,PO IV,days to weeks,long-term,Most patients require combination therapy
cv21_002,drug_class,ACE inhibitors,ACE inhibítory,Cardiovascular pharmacology,RAAS inhibition,Inhibit angiotensin converting enzyme reducing angiotensin II and aldosterone,Hypertension heart failure diabetic nephropathy,Pregnancy bilateral renal artery stenosis hyperkalemia,Cough hypotension,Angioedema acute kidney injury,Potassium sparing drugs increase hyperkalemia,contraindicated,PO,days,weeks,Renoprotective in diabetes
cv21_003,drug,Enalapril,Enalapril,Cardiovascular pharmacology,ACE inhibitor,ACE inhibition reduces vasoconstriction and aldosterone secretion,Hypertension heart failure,Pregnancy renal artery stenosis,Cough dizziness,Angioedema renal failure,Potassium supplements NSAIDs,contraindicated,PO,days,weeks,Classic exam ACE inhibitor
cv21_004,drug_class,Angiotensin II receptor blockers,Blokátory AT1 receptorov,Cardiovascular pharmacology,ARB,Block angiotensin II AT1 receptor,Hypertension ACE inhibitor intolerance,Pregnancy bilateral renal artery stenosis,Dizziness hyperkalemia,Renal failure hyperkalemia,Potassium sparing drugs,contraindicated,PO,days,weeks,No cough compared to ACE inhibitors
cv21_005,drug,Losartan,Losartan,Cardiovascular pharmacology,ARB,AT1 receptor blockade reduces vasoconstriction,Hypertension nephropathy,Pregnancy renal artery stenosis,Dizziness,Renal failure hyperkalemia,Potassium supplements,contraindicated,PO,days,weeks,Uricosuric effect
cv21_006,drug_class,Calcium channel blockers,Blokátory kalciových kanálov,Cardiovascular pharmacology,CCB,Block L type calcium channels in heart and vessels,Hypertension angina arrhythmias,Heart failure with reduced EF non-DHP,Edema flushing,Bradycardia heart block,CYP3A4 inhibitors,agent-dependent,PO,days,weeks,DHP vs non-DHP distinction is exam critical
cv21_007,drug,Amlodipine,Amlodipín,Cardiovascular pharmacology,DHP CCB,Vasodilation via vascular smooth muscle calcium channel blockade,Hypertension angina,Severe hypotension,Peripheral edema flushing,Reflex tachycardia rare,CYP3A4 inhibitors,use if needed,PO,days,weeks,Common first line drug
cv21_008,drug_class,Beta blockers,Betablokátory,Cardiovascular pharmacology,beta blockade,Reduce heart rate contractility and renin release,Hypertension heart disease arrhythmias,Asthma severe bradycardia,Bradycardia fatigue,Bronchospasm heart block,Calcium channel blockers,avoid selective,PO,days,weeks,Not first line unless comorbidity
cv21_009,drug,Metoprolol,Metoprolol,Cardiovascular pharmacology,beta1 selective blocker,Selective beta1 blockade reduces cardiac output,Hypertension heart failure,Bradycardia AV block,Fatigue cold extremities,Heart block severe bradycardia,Verapamil diltiazem,avoid,PO,days,weeks,Beta1 selective
cv21_010,drug_class,Diuretics,Diuretiká,Cardiovascular pharmacology,volume reduction,Increase renal sodium and water excretion,Hypertension heart failure,Electrolyte imbalance,Polyuria electrolyte loss,Severe hypokalemia arrhythmias,Digoxin lithium interactions,agent-dependent,PO,days,weeks,Thiazides first line
cv21_011,drug,Hydrochlorothiazide,Hydrochlorotiazid,Cardiovascular pharmacology,thiazide diuretic,Inhibits sodium chloride reabsorption in distal tubule,Hypertension,Severe gout hypokalemia,Hypokalemia hyperuricemia,Arrhythmias,Digoxin lithium,use if needed,PO,days,weeks,Improves calcium retention
cv21_012,drug_class,Alpha blockers,Alfa blokátory,Cardiovascular pharmacology,alpha1 blockade,Peripheral vasodilation via alpha1 antagonism,Hypertension BPH,Orthostatic hypotension,Dizziness syncope,First dose hypotension,PDE5 inhibitors,avoid,PO,hours,weeks,Not first line
cv21_013,drug,Doxazosin,Doxazosín,Cardiovascular pharmacology,alpha1 blocker,Vasodilation reduces peripheral resistance,Hypertension BPH,Orthostatic hypotension,Dizziness syncope,Severe hypotension,PDE5 inhibitors,avoid,PO,hours,weeks,Useful with BPH
cv22_001,drug_class,Antiarrhythmic therapy,Antiarytmická liečba,Cardiovascular pharmacology,topic overview,Modify cardiac ion channels or autonomic tone to control abnormal heart rhythms,Atrial and ventricular arrhythmias,Agent dependent,Dizziness hypotension,Proarrhythmia cardiac arrest,QT prolonging combinations dangerous,agent-dependent,PO IV,minutes to days,variable,Antiarrhythmics can themselves cause arrhythmias
cv22_002,drug_class,Class I antiarrhythmics,Trieda I antiarytmík,Cardiovascular pharmacology,sodium channel blockers,Block fast sodium channels slowing depolarization,Supraventricular and ventricular arrhythmias,Structural heart disease,GI upset dizziness,Proarrhythmia widened QRS,Additive QT prolongation,avoid,PO IV,hours,variable,Subclasses IA IB IC are exam core
cv22_003,drug,Quinidine,Chinidín,Cardiovascular pharmacology,Class IA,Moderate Na channel block plus K channel block,Atrial arrhythmias,Long QT heart failure,GI upset tinnitus,Torsades de pointes,CYP interactions digoxin increase,avoid,PO,hours,variable,Cinchonism classic side effect
cv22_004,drug,Lidocaine,Lidokaín,Cardiovascular pharmacology,Class IB,Weak Na channel block preferential for ischemic tissue,Ventricular arrhythmias post MI,Severe heart block,Neurologic symptoms,Seizures CNS toxicity,Other antiarrhythmics,avoid,IV,minutes,short,Only IV for arrhythmias
cv22_005,drug,Flecainide,Flekainid,Cardiovascular pharmacology,Class IC,Strong Na channel block markedly slows conduction,Supraventricular arrhythmias,Structural heart disease,Dizziness visual disturbance,Proarrhythmia sudden death,Other QT prolonging drugs,avoid,PO,hours,long,Use only in structurally normal hearts
cv22_006,drug_class,Class II antiarrhythmics,Trieda II antiarytmík,Cardiovascular pharmacology,beta blockers,Reduce sympathetic tone decrease AV conduction,Atrial fibrillation rate control,Asthma severe bradycardia,Fatigue bradycardia,Heart block bronchospasm,Verapamil diltiazem,avoid,PO IV,minutes to hours,long,First line for rate control
cv22_007,drug,Metoprolol,Metoprolol,Cardiovascular pharmacology,Class II beta1 selective,Reduce AV nodal conduction and heart rate,Atrial fibrillation flutter,AV block bradycardia,Fatigue hypotension,Heart block,Calcium channel blockers,avoid,PO IV,hours,long,Rate control not rhythm conversion
cv22_008,drug_class,Class III antiarrhythmics,Trieda III antiarytmík,Cardiovascular pharmacology,potassium channel blockers,Prolong repolarization and action potential,Atrial and ventricular arrhythmias,Long QT,Dizziness hypotension,Torsades de pointes,QT prolonging drugs,avoid,PO IV,hours,long,QT monitoring mandatory
cv22_009,drug,Amiodarone,Amiodarón,Cardiovascular pharmacology,Class III predominant,Blocks K Na Ca channels and beta receptors,AF VT VF,Severe sinus node disease,Photosensitivity thyroid dysfunction,Pulmonary fibrosis hepatotoxicity,CYP interactions warfarin digoxin,use if needed,PO IV,hours to days,very long,Most effective but most toxic
cv22_010,drug, Sotalol,Sotalol,Cardiovascular pharmacology,Class III plus beta blockade,Prolongs repolarization and blocks beta receptors,Atrial and ventricular arrhythmias,Long QT asthma,Bradycardia fatigue,Torsades de pointes,QT prolonging drugs,avoid,PO,hours,long,Dose adjust in renal impairment
cv22_011,drug_class,Class IV antiarrhythmics,Trieda IV antiarytmík,Cardiovascular pharmacology,calcium channel blockers,Block L type calcium channels in AV node,Atrial arrhythmias rate control,Heart failure bradycardia,Constipation hypotension,Heart block,Betablockers,avoid,PO IV,minutes to hours,long,Non DHP only
cv22_012,drug,Verapamil,Verapamil,Cardiovascular pharmacology,Class IV non DHP,Slows AV nodal conduction,Atrial fibrillation flutter,HFrEF bradycardia,Constipation hypotension,Heart block,Betablockers,avoid,PO IV,hours,long,Do not combine with beta blockers
cv22_013,drug_class,Other antiarrhythmics,Iné antiarytmiká,Cardiovascular pharmacology,miscellaneous,Various mechanisms including AV nodal suppression,Specific arrhythmias,Agent dependent,Nausea dizziness,Severe bradycardia,Digoxin interactions,agent-dependent,PO IV,minutes to hours,variable,Non Vaughan Williams drugs
cv22_014,drug,Adenosine,Adenozín,Cardiovascular pharmacology,AV nodal blocker,Activates A1 receptors transient AV block,Paroxysmal supraventricular tachycardia,Asthma heart block,Flushing chest discomfort,Asystole bronchospasm,Theophylline caffeine,avoid,IV,seconds,very short,Drug of choice for PSVT
cv22_015,drug,Digoxin,Digoxín,Cardiovascular pharmacology,cardiac glycoside,Inhibits Na K ATPase increases vagal tone,AF rate control heart failure,AV block hypokalemia,Nausea visual changes,Life threatening arrhythmias,Diuretics amiodarone,avoid,PO IV,hours,long,Narrow therapeutic index
