id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_1130,thermoregulatory center integrates mainly stimuli from thermoreceptors and modifies body activities in order to reach the internal body temperature desired by th ecenter,,TRUE,,
id_1131,fast measuring medical thermometer takes actual temperature of the body place where it is introduced,,TRUE,,
id_1132,fast measuring medical thermometer shows maximum temperature also after it is taken out of spot of measurement,,TRUE,,
id_1133,internal body temperature is stabilized by thermoregulation 16) Environmental influences,,TRUE,,
id_1134,in standing person gravity induces lower blood pressure in arteries of legs than in head arteries,,FALSE,In standing position hydrostatic pressure makes arterial pressure higher in the legs than in the head,
id_1135,in standing person gravity induces higher blood pressure in arteries of head than in legs arteries,,FALSE,Arterial pressure is higher in the legs and lower in the head relative to the heart when standing,
id_1136,air em bolism can occur due to negative „suction“ pressure (lower than atmospheric pressure) within big veins of the head in person keeping upright or sitting positions,,TRUE,,
id_1137,air embolism can occur due to positive pressure (higher than atmospheric pressure) within big veins of the head in person in lying down positions,,FALSE,Air embolism risk is associated with subatmospheric venous pressure in upright positions not positive pressure in supine positions,
id_1138,positive longitudinal overloading (head to legs) can cause „the white blindness“ due to adrain of blood from retinal (choroid) vessels (and the brain),,TRUE,,
id_1139,negative longitudinal overloading (legs to head) can cause „the red blindness“ due to an excessive congest of blood (blood volume) in retinal (choroid) vessels (and the brain),,TRUE,,
id_1140,negative effects of overloading cannot be reduced at all,,FALSE,They can be reduced by body positioning and anti-Gmeasures such as pressure suits and straining maneuvers,
id_1141,negative effects of overloading on blood circulation can be red uced by an appropriate positioning of body,,TRUE,,
id_1142,overloading (either positive or negative) has no effect on blood circulation,,FALSE,G-forces significantly affect blood distribution and circulation,
id_1143,overloading (either positive or negative) affects blood circulation,,TRUE,,
id_1144,negative longitudinal overloading (legs to head) can not induc eany problems because the brain is well supplied by blood,,FALSE,Negative Gz can cause venous congestion in the head and eyes leading to symptoms such as red-out and headache,
id_1145,human body withstands longitudinal overloading better than transverse (chest to back) one,,FALSE,Humans tolerate transverse (Gx) better than longitudinal (Gz) because it produces less head-to-foot blood shift,
id_1146,human body withstands transverse overloading better than longitudinal ( head to legs) one,,TRUE,,
id_1147,"no gravity ( weightlesness state ) induces decalcification of bones, reduction of muscle matter, and dehydration",,TRUE,,
id_1148,"overloading is expressed in amultiple of gfactor, i.e. how many times is the weight higher than th eweight in the earth gravity field (gis gravity accel eration)",,TRUE,,
id_1149,overloading more than 5g is not dangerous already,,FALSE,Acceleration above 5g can be dangerous and may cause serious circulatory and neurological impairment,
id_1150,even very high intensity of radio -waving emission can not cause health troubles,,FALSE,Very high intensity radiofrequency radiation can cause tissue heating and burns,
id_1151,even very high intensity of infrared emission can not cause health troubles,,FALSE,High intensity infrared radiation can cause burns and tissue damage,
id_1152,very high intensity of radio -waving emission can cause health troubles,,TRUE,,
id_1153,very high intensity of infrared emission can cause health troubles,,TRUE,,
id_1154,even very high intensity of the light can not cause any health damage,,FALSE,Very high intensity visible light can damage retina and other tissues,
id_1155,very high intensity of the light can cause health damage,,TRUE,,
id_1156,concentration sof dissolved substances is measured by spectrophotometer at the minimum of absorption,,FALSE,Concentration is determined at absorption maximum for highest sensitivity,
id_1157,during the measurement of substance concentration by spectrophotometer the intensity of transmitting light increases with the increase of substance concentration,,FALSE,According to Beer-Lambert law transmitted intensity decreases as concentration increases,
id_1158,ultraviolet light with wavelengths under 280 nm (UV-C) induces mainly erythema,,FALSE,UV-Cmainly causes molecular damage and is largely absorbed by atmosphere; erythema is mainly UV-B,
id_1159,ultraviolet light with wavelengths 280-315 nm (UV-B) induces mainly destruction of biomolecules,,TRUE,,
id_1160,ultraviolet light with wavelengths under 280 nm (UV -C) has negative effect on the body,,TRUE,,
id_1161,ultraviolet light with wavelength sabove 315 nm (UV-A) induces mainly pigmentation,,TRUE,,
id_1162,oxygen and ozone in the atmosphere completely absorb ultraviolet light,,FALSE,They significantly absorb UV-Cand much UV-Bbut not completely all ultraviolet radiation,
id_1163,oxygen and ozone in the atmosphere significantly absorb ultraviolet light,,TRUE,,
id_1164,proteins ca nintensively absorb ultraviolet light,,TRUE,,
id_1165,nucleic acids can intensively absorb ultraviolet light,,TRUE,,
id_1166,protein sonly weakly absorb ultraviolet light,,FALSE,Proteins absorb UV strongly especially around 280 nm due to aromatic amino acids,
id_1167,nucleic acids only weakly absorb ultraviolet light,,FALSE,Nucleic acids strongly absorb UV light around 260 nm,
id_1168,water insignificantly (negligibly) absorbs ultraviolet li ght,,TRUE,,
id_1169,ultraviolet light damages mostly retina of the eye,,FALSE,UV primarily damages cornea and lens; visible and near-IR more readily reach retina,
id_1170,skin phototype means that the skin responds specifica lly and typically to the exposure of ultraviolet light (e.g. by erythema ),,TRUE,,
id_1171,skin phototype means that the skin responds specifica lly and typical ly to the exposure of sunlight (e.g. by erythema ),,TRUE,,
id_1172,amount of absorbed light (absorbed energy) in the substance depends on the wavelength of falling (incoming) light,,TRUE,,
id_1173,amount of absorbed light (absorbed energy) in the substance depends on the frequency of falling (incoming) light,,TRUE,,
id_1174,amount of absorbed light (absorbed energy) in the substance depends on the type of the absorption material,,TRUE,,
id_1175,amount of absorbed light (absorbed energy) in the substance depends on the amount (intensity) of falling (incoming) li ght,,TRUE,,
id_1176,amount of absorbed light (absorbed energy) in the substance depends on the duration of exposure,,TRUE,,
id_1177,amount of light (intensity of light) passing the medium decreases exponentially with the thickness of the medium,,TRUE,,
id_1178,malignant melanoma is acancer growin gmostly due to overexposure to infrared light,,FALSE,Melanoma is primarily associated with ultraviolet radiation not infrared,
id_1179,at high altitude the proportion of oxygen in the air markedly decreases,,FALSE,The proportion of oxygen remains approximately constant but partial pressure decreases,
id_1180,at high altitude the proportion of CO₂ in the air markedly decreases,,FALSE,The proportion of CO₂ remains relatively constant; total pressure decreases,
id_1181,at high altitude partial pressure of oxygen in the air signi ficantly decreases,,TRUE,,
id_1182,at high altitude partial pressure of CO₂ in the air significantly decreases,,TRUE,,
id_1183,at high altitude the proportion of oxygen in the air markedly increases,,FALSE,The fraction of oxygen remains roughly 21 percent,
id_1184,at high altitude the proportion of CO₂ in the air markedly increases,,FALSE,CO₂ fraction does not markedly increase with altitude,
id_1185,at high alti tude partial pressure of oxygen in the air significantly increases,,FALSE,Partial pressure decreases due to lower atmospheric pressure,
id_1186,at high altitude partial pressure of CO₂ in the air significantly increases,,FALSE,Partial pressure of CO₂ also decreases,
id_1187,"at high altitude (above 3,000 m) low partial pressure of oxygen in the air results in symptoms of hypoxia",,TRUE,,
id_1188,the main reason for “mountain“ disease is hypoxia,,TRUE,,
id_1189,the main reason for „caisson“ disease (decompresson disease) is hypoxia,,FALSE,Decompression disease results from nitrogen bubble formation not hypoxia,
id_1190,the symptoms of both acute and chronic hypoxia are the same,,FALSE,Acute and chronic hypoxia have different clinical manifestations and adaptations,
id_1191,"the symptoms of chronic hypoxia are lung oedema, brain oedema, colaps , and unconsciousness",,FALSE,These are features of severe acute hypoxia not typical chronic adaptation,
id_1192,during acclimatization to chronic (prolonged) hypoxia arelease of erythropoetin from kidneys induces higher production of red blood cells,,TRUE,,
id_1193,during acclimatization to acute (brief) hypoxia arelease of erythropoetin from kidneys induces higher production of red blood cells,,FALSE,Erythropoietin-mediated increase in RBC production requires prolonged hypoxia,
id_1194,"„caisson“ disease (decompresson disease) results from rapid release of gas bubbles (particularly nitrogen), which were dissolved in the body under high pressure",,TRUE,,
id_1195,„caisson“ disease (decompresson disease) results from too deep submersion of the diver,,FALSE,It results primarily from rapid decompression not simply depth,
id_1196,„caisson“ disease (decompresson disease) results from too prolonged submersion of the diver,,FALSE,Duration alone does not cause it; rapid ascent is the key factor,
id_1197,„caisson“ disease (decompresson disease) results from too fast rising up (to surface) of the diver,,TRUE,,
id_1198,hyperbaric chamber scan be used in treatment of “caisson“ (decompression) disease,,TRUE,,
id_1199,patient can stay in hyperbaric chamber without any health consequence for whatever (e.g. very long) time,,FALSE,Prolonged hyperbaric exposure can cause oxygen toxicity and other complications,
id_1200,hyperbaric chamber scan be used in treatmen tof carbon monoxide poisoning,,TRUE,,
id_1201,"hyperb aric chambers can be used in treatment of oxygen poisoning 17) Light, Imagine",,FALSE,Hyperbaric oxygen is acause of oxygen toxicity not atreatment for it,
id_1202,emission sof photons are caused by excitation sof interacting atoms,,FALSE,Photon emission occurs during de-excitation of atoms,
id_1203,emission sof photons are caused by de-excitation sof atoms,,TRUE,,
id_1204,atom scan be excited by absorption of any (whatever) photon,,FALSE,Excitation requires photons with specific energy matching energy level differences,
id_1205,"atoms can be excited by absorption of photon swith the energy = E2 - E1; (E1 : the energ yof basic state , E2 : the energ yof excit ed state of the atom )",,TRUE,,
id_1206,"atoms can be excited by absorption of photons with the energy = E2 - E1; (E1, E2 : the energ ies of different excit ed states of the atom )",,TRUE,,
id_1207,"atoms can be excited by absorption of photon swith the frequency  = (E 2 - E1) / h ; (E1 : the energ yof excit ed state , E2 : the energ yof basic state of the atom )",,FALSE,Excitation requires E2 greater than E1 so energy difference must correspond to transition from lower to higher level,
id_1208,infrared light has lower intensit ythan the visible light,,FALSE,Intensity depends on source not on spectral region,
id_1209,infrared light has higher intensity than the visible light,,FALSE,Intensity is not inherently determined by wavelength,
id_1210,visible light has lower intensity than the ultraviolet light,,FALSE,Intensity depends on source not spectral region,
id_1211,visible light has higher intensity than the ultraviolet light,,FALSE,Intensity is source-dependent not wavelength-dependent,
id_1212,infrared light has lower wavelength than the visible light,,FALSE,Infrared has longer wavelength than visible light,
id_1213,infrared light has higher wavelength than the visible light,,TRUE,,
id_1214,infrared light has higher wavelength than the ultraviolet light,,TRUE,,
id_1215,photons of visible light carry lower energy than the photons of ultraviolet light,,TRUE,,
id_1216,photons of visible ligh tcarry lower energy than the photons of infrared light,,FALSE,Visible photons have higher energy than infrared photons,
id_1217,spectrum of monochromatic light is one spectral line,,TRUE,,
id_1218,spectrum of polychromatic light is one spectral line,,FALSE,Polychromatic light contains multiple wavelengths,
id_1219,spectrum of polychromatic light can be continuous,,TRUE,,
id_1220,spectrum of polychromatic light can contain several spectral lines,,TRUE,,
id_1221,dependence of the number of absorbed photons on energy of these photons represent sthe absorption spectrum,,TRUE,,
id_1222,population metastability within the active laser medium is required for laser beam generation,,TRUE,,
id_1223,pressure inversio nwithin the active laser medium is required for laser beam generation,,FALSE,Population inversion not pressure inversion is required,
id_1224,population inversion within the active laser medium is required for laser beam generation,,TRUE,,
id_1225,metastability of basic state of molecule sor atom sof active laser medium is required for laser beam generation,,FALSE,Metastability of excited state is required not basic state,
id_1226,light dispersion causes the opening aberration of lens,,FALSE,Aperture aberration is not caused by dispersion; dispersion causes chromatic aberration,
id_1227,irregular curvature of the cornea causes spherical aberration (e.g. nearsightedness),,FALSE,Irregular curvature causes astigmatism not spherical aberration,
id_1228,irregular curvature of the cornea causes aspherical aberration,,TRUE,,
id_1229,outer light has to pene trate several optical media with different refractive indexes before reaching the eye retina,,TRUE,,
id_1230,light penetrates several eye structures to reach the retina; the lowest refraction is observed betwen the air and the cornea,,FALSE,The largest refraction occurs at the air-cornea interface,
id_1231,light penetrates several eye stru ctures to reach the retina; the lens contributes mainly to the total eye power,,FALSE,The cornea contributes the majority of refractive power,
id_1232,index of refraction depends on the wavelength of light,,TRUE,,
id_1233,index of refraction depends on the speed of light,,TRUE,,
id_1234,index of refraction depends on the medium through which the light travels,,TRUE,,
id_1235,index of refraction is expressed inm/s2,,FALSE,Refractive index is dimensionless,
id_1236,index of refraction is expressed inm/s,,FALSE,Refractive index is dimensionless,
id_1237,index of refraction is expressed inm . s,,FALSE,Refractive index has no units,
id_1238,index of refraction depends on the angle of incidence of light,,FALSE,It depends on medium and wavelength not on incidence angle,
id_1239,critical angle is maximum possible angle when the light beams penetrate from the air into the prism,,FALSE,Critical angle applies when light travels from denser to rarer medium not from air to prism,
id_1240,critical angle is minimum possible angle when the light beams penetrate from the air into the prism,,FALSE,Critical angle is defined for transition from denser to rarer medium,
id_1241,critical angle is minimum possible angle when the light beams penetrate from the prism into the air,,TRUE,,
id_1242,critical angle is maximum possible angle when the light beams penetrate from the prism into the air,,FALSE,Critical angle is the minimum incidence angle for total internal reflection,
id_1243,magnification of the lens can be expressed as aratio betwen the image and object heights,,TRUE,,
id_1244,magnification of the lens can be expressed as aratio betwen the image and object widths,,TRUE,,
id_1245,magnification of the lens can be expressed as aratio betwen the distance sto the object and to the image,,FALSE,Linear magnification equals image distance divided by object distance not asimple ratio of arbitrary distances,
id_1246,magnification of the lens is expressed in dioptres,,FALSE,Dioptre is unit of optical power not magnification,
id_1247,magnification of the lens is expressed in (dioptres )-1,,FALSE,Magnification is dimensionless,
id_1248,magnific ation of the lens can be expressed in per cent,,TRUE,,
id_1249,magnification of the converging lens can be expressed as aratio betwen the distance sfrom the lens center to the image and from the lens center to the object,,TRUE,,
id_1250,the unit of optical power of eye is lux,,FALSE,Optical power is measured in dioptres not lux,
id_1251,the unit of optical power of eye is dioptre,,TRUE,,
id_1252,the focal length of converging lens with the optical power of 5D is 20 cm,,TRUE,,
id_1253,the focal length of converging lens with the optical power of 5D is 2 cm,,FALSE,Optical powerD = 1/fin meters so for 5 Dfocal length is 0.2 mwhich equals 20 cm,
id_1254,"the shorter the focal length of converging lens , the lower its refractiveness",,FALSE,Shorter focal length corresponds to higher optical power and thus higher refractive ability,
id_1255,"the shorter the focal length of converging lens, the higher its refractiveness",,TRUE,,
id_1256,"the lower the radius of converging lens curvature , the lower the lens refractiveness",,FALSE,Smaller radius of curvature means stronger curvature and higher refractive power,
id_1257,"the higher the radius of converging lens curvature , the higher the lens refractiveness",,FALSE,Larger radius means flatter lens and lower refractive power,
id_1258,fictive (non -real) image is produced on eye retina,,FALSE,The image on the retina is real not virtual,
id_1259,real image is produced on eye retina,,TRUE,,
id_1260,image on eye retina is inverted (inverse),,TRUE,,
id_1261,image on eye retina is not straight (direct),,TRUE,,
id_1262,image on eye retina is reduced (smaller than the object),,TRUE,,
id_1263,image on eye retina is magnified (enlarged),,FALSE,The retinal image is smaller than the object not magnified,
id_1264,resolution of light microscope sis proportional to the wavelength of used light and inversely proportional to the refractive index of environment between the slide (preparation) and the objective,,FALSE,Resolution is proportional to wavelength but inversely proportional to numerical aperture which increases with refractive index,
id_1265,resolution of light microscope sis proportion al to the wavelength of used light,,TRUE,,
id_1266,resolution of light microscope sdepends on the refractive index of environment between the slide (preparation) and the objective,,TRUE,,
id_1267,"magnification of microscope is asum of magnifications relevant to individual optical parts of microscope, usually and mostly the sum of objective and eyepiece magnifications",,FALSE,Total magnification is the product of objective and eyepiece magnifications not the sum,
id_1268,"magnification of microscope is aratio of magnifications relevant to individual optical parts of microscope, usually an dmostly the ratio of objective and eyepiece magnifications",,FALSE,Total magnification equals the product not aratio,
id_1269,"magnification of microscope is aproduct of magnifications relevant to individual optical parts of microscope, usually and mostly the product of objective and eyepiece magnifications",,TRUE,,
id_1270,optimum magnification of microscope is usually attained by higher magnification of eyepiece and lower magnification of objective,,FALSE,Resolution depends mainly on objective so higher objective magnification with suitable eyepiece is optimal,
id_1271,optimum magnification of microscope is usually attained by higher magnification of objective and lower magnification of eyepiece,,TRUE,,
id_1272,optimum magnification of microscope is usually attained by equal magnification of eyepiece and objective,,FALSE,Optimal performance relies primarily on objective magnification not equal magnification,
id_1273,"magnification of microscope sbehind the optimum is called „empty magnification “, since this magnification does not allow to detect more details of an object",,TRUE,,
id_1274,"magnification of microscopes be low the optimum is called „ empty magnification “, since this magnification does not allow to detect more details of an object",,FALSE,Empty magnification refers to magnification beyond the useful resolving power not below optimum,
id_1275,each lens with optical power more than 4 D (an absolute value) can be used as amagnifying glass,,TRUE,,
id_1276,each lens with optical power less than 4 Dcan be used as amagnifying glass,,FALSE,Lenses with low optical power have too long focal length for practical magnification,
id_1277,converging lens es with high optical power swork as magnifying glas ses if the object is placed in the focal distance or even closer to the lens,,TRUE,,
id_1278,converging lens es with high optical power sdo not work as magnifying glas ses if the object is placed further than the focal distance ot the lens,,TRUE,,
id_1279,we observe real image sof observed object susing both the magnifying glass es and microscopes,,FALSE,Magnifying glass produces virtual image while microscope final image is also virtual,
id_1280,"we observe real image sof observed object susing magnifying glass es, but fictive images in microscopes",,FALSE,Magnifying glass produces virtual image and microscope final image is also virtual,
id_1281,"we observe real image sof observed object susing microscopes, but fictive images in magnifying glass es",,FALSE,Final image in both magnifying glass and microscope is virtual for the observer,
id_1282,"anumerical aperture depends on an amount of light beams (the angle size), which gets in the objective from the observed spot (numerical aperture influences aresolution of the microscope)",,TRUE,,
id_1283,refractometric measurement sof substance concentration employ the changes of the critical angle magnitude with changes of solution concentration,,TRUE,,
id_1284,spectrophotometric measurements of substance concentration employ the changes of the critical angle magnitude with changes of solution concentration,,FALSE,Spectrophotometry measures absorbance not critical angle,
id_1285,we adjust and observe colour boundary at the position of critical angle during the measurement with refra ctometer,,TRUE,,
id_1286,converging lens es always produce real image sof objects (regardless the position of object sto the lens),,FALSE,If object is within focal length converging lens produces virtual image,
id_1287,converging lenses can produce fictive images of objects,,TRUE,,
id_1288,fictive image scould be captured on the opaque screen,,FALSE,Virtual images cannot be projected onto ascreen,
id_1289,microscope sproduce real image sof observed object sbecause the function of eyepiece (ocular),,FALSE,The eyepiece forms avirtual image for the observer,
id_1290,microscope sproduc ereal image sof observed object sbecause the function of objective,,TRUE,,
id_1291,magnification of magnifying glass depends mostly on object position and very little on the lens optical power,,FALSE,Magnification depends strongly on optical power of the lens,
id_1292,magnification of magnifying glass depends mainly on the lens optical power,,TRUE,,
id_1293,during the measurement of the size of objects using the microscope one must calibrate the ocular scale,,TRUE,,
id_1294,"during the measurement of the distance to objects using the microscope , one must calibrate the ocular scale 18) Eye, vision",,FALSE,Ocular scale calibration is for size measurement not distance to object,
id_1295,accomodation mechanism represents an activation of cones and inhibition of rods on the retina,,FALSE,Accommodation involves change of lens curvature not photoreceptor activation,
id_1296,rods and cones are not employed in eye accomodation,,TRUE,,
id_1297,accomodation mechanism represent san activation of rods and inhibition of cones on the retina,,FALSE,Accommodation is mechanical change in lens shape not receptor activation,
id_1298,"in myopic (short sighted) eye , light beams focuse in front of retina; the defect is corrected by diverging lens",,TRUE,,
id_1299,"in hypermetropic (far sighted) eye , light beams focuse in front of retina ; the defect is corrected by conver ging lens",,FALSE,In hypermetropia light focuses behind retina and is corrected by converging lens,
id_1300,"in hypermetropic (far sighted) eye , light beams focuse behind the retina ; the defect is corrected by diverging lens",,FALSE,Hypermetropia is corrected by converging not diverging lens,
id_1301,myopia (short sight) is corrected by diverging lenses,,TRUE,,
id_1302,"myopia is spherical defect of eye, which means that it is different in horizontal and vertical directions",,FALSE,Spherical defect means equal in all meridians; difference between meridians is astigmatism,
id_1303,"hypermetropia (far sight) is spherical defect of eye, which means that it is different in horizontal and vertical directions",,FALSE,Difference between horizontal and vertical is astigmatism not hypermetropia,
id_1304,presbyopia is kind of hypermetropia,,TRUE,,
id_1305,myopia is corrected by concave lenses,,TRUE,,
id_1306,myopia is corrected by convex lenses,,FALSE,Myopia requires diverging concave lenses not convex,
id_1307,myopia is corrected by cylindric al lenses,,FALSE,Cylindrical lenses correct astigmatism not myopia,
id_1308,accomodation means the ability of eye to focus on (to perceive sharply) close objects,,FALSE,Accommodation is the ability to change focus for objects at various distances not only close,
id_1309,accomodation means the ability of eye to change its optical power,,TRUE,,
id_1310,optical power of the cornea adjusts by achange of its curvature,,FALSE,Corneal curvature is essentially fixed; accommodation changes lens curvature,
id_1311,optical power of the cornea adjusts by achange of its distance from the retina,,FALSE,Accommodation does not involve corneal movement,
id_1312,optical power of human eye sis approx. 60 dioptres,,TRUE,,
id_1313,optical power of human eyes is approx . 90 dioptres,,FALSE,Total optical power of human eye is about 60 dioptres,
id_1314,optical power of human eyes is appro . 30 dioptres,,FALSE,Normal eye optical power is roughly 60 dioptres not 30,
id_1315,optical power can be expressed in cm-1,,FALSE,Dioptre is defined asm-1 not cm-1,
id_1316,optical power can be expressed inm-1,,TRUE,,
id_1317,"astigmatism is spherical defect of eye, which means that it is different in horizontal and vertical directions",,FALSE,Astigmatism is cylindrical defect not spherical,
id_1318,astigmatism is colour defect,,FALSE,Astigmatism is refractive defect not color perception defect,
id_1319,astigmati sm is corrected by concave lenses,,FALSE,Cylindrical lenses are used to correct astigmatism,
id_1320,astigmati sm is corrected by convex lenses,,FALSE,Cylindrical lenses are required not simple convex lenses,
id_1321,astigmati sm is corrected by cylindric al lenses,,TRUE,,
id_1322,hypermetropia is amonochromatic defect,,FALSE,Hypermetropia is refractive error not related to wavelength,
id_1323,myopia is amono chromatic defect,,FALSE,Myopia is refractive defect not wavelength-dependent,
id_1324,eye cornea is crucial for eye accomodation,,FALSE,Accommodation depends mainly on lens not cornea,
id_1325,colour vision requires sp ectral decomposition of light in the eye,,FALSE,Color vision depends on different cone photopigments not spectral splitting,
id_1326,colour vision does not require sp ectral decomposition of light in the eye,,TRUE,,
id_1327,rods and cones send their axons to the temporal lobe of brain (center of vision),,FALSE,Photoreceptors connect to bipolar and ganglion cells; ganglion axons form optic nerve projecting to occipital lobe,
id_1328,eye retina contains mainly chemoreceptors,,FALSE,Retina contains photoreceptors not chemoreceptors,
id_1329,retina comprises many layers of unipolar and ganglionar cells,,TRUE,,
id_1330,in the human retina the number of rods is higher than the number of cones,,TRUE,,
id_1331,in the human retina the number of cones is higher than the number of rods,,FALSE,Rods are more numerous than cones in human retina,
id_1332,cones are more sensitive to light than the rods,,FALSE,Rods are more sensitive especially in low light,
id_1333,rods are less sensitive to light than the cones,,FALSE,Rods are more sensitive than cones,
id_1334,there are only cones in the macula lutea of retina providing “photopic“ vision,,FALSE,Fovea centralis contains only cones but macula lutea overall includes some rods,
id_1335,there are only rods in the macula lutea of retina providing “photopic“ vision,,FALSE,Photopic vision is mediated by cones not rods,
id_1336,there are only rods in the blind spot of the retina,,FALSE,Blind spot has no photoreceptors at all,
id_1337,there are only cones in the blind spot of the retina,,FALSE,Blind spot contains no rods or cones,
id_1338,phototransmission is based upon absorption of photons by the photoreceptor pigment molecules,,TRUE,,
id_1339,absorption of light (photon) in the pigme nt results in alteration of the pigment molecule,,TRUE,,
id_1340,when the layer of ganglionic cells is injured (damaged) perception of light is mediated by fibers and action potentials directly from photoreceptors,,FALSE,Photoreceptors do not generate action potentials; ganglion cells are required to transmit signals,
id_1341,aprimary response of photoreceptors to light stimula tion is their hyperpolarization,,TRUE,,
id_1342,aprimary response of photoreceptors to light stimulation is their depo larization,,FALSE,Light causes hyperpolarization not depolarization,
id_1343,after the excitation of photosensitive cells by light the ganglionic cells are depolarized,,TRUE,,
id_1344,after the excitation of photosensitive cells by light the ganglionic cells are hyperp olarized,,FALSE,Ganglion cells generate action potentials and depolarize when activated,
id_1345,cones and rods contain different pigments,,TRUE,,
id_1346,different kind of cones contain different types of pigments,,TRUE,,
id_1347,"an optic analyser consists of 3 parts: an eyeball, aretina, and avisual cortex",,FALSE,Visual analyzer consists of receptor apparatus pathways and visual cortex not eyeball as separate part,
id_1348,we perceive apolychromatic light as aset (an assembly) of many colours,,FALSE,Polychromatic light can be perceived as single mixed color depending on spectral composition,
id_1349,cones provide perception of colours,,TRUE,,
id_1350,cones are not employed in the discrimination of colours,,FALSE,Color discrimination depends on cone photoreceptors,
id_1351,rods provide perception of colours,,FALSE,Rods mediate scotopic vision and do not provide color discrimination,
id_1352,human eye discerns (distinguishes) approx. 150 colours (colour tones ),,FALSE,Humans can distinguish far more than 150 color hues,
id_1353,human eye discerns (distinguishes) approx. 15 colours (colour tones),,FALSE,Humans can distinguish far more than 15 color hues,
id_1354,human eye discerns (distinguishes) approx. 1500 colours (colour tones),,FALSE,Humans can typically distinguish on the order of millions of colors,
id_1355,deuteranomaly is just reduced ability of person to clearly perceive the green colour,,TRUE,,
id_1356,protanopy is complete lost of ability to perceive the blue colour,,FALSE,Protanopia is loss of red (L-cone) function not blue,
id_1357,tritanomaly is aspheric defect in perception of the red colour,,FALSE,Tritanomaly is ablue-yellow (S-cone) deficiency not related to spherical/aspheric optics,
id_1358,tritanopy is lost ability to perce ive the blue (and partially yellow) colour,,TRUE,,
id_1359,cataract occures due to the damage of the eye lens,,TRUE,,
id_1360,miosis (reduced size of pupil) occur swhen the intensity of light is higher,,TRUE,,
id_1361,meiosis occurs when the intensity of light is lower,,FALSE,Miosis occurs with higher light intensity; pupil dilates in low light,
id_1362,human eye can distinguish two points and perceive them separately if their images reach two different cones at the fovea centra lis,,TRUE,,
id_1363,human eye can distinguish two points and perceive them separately if their images reach two different cones,,TRUE,,
id_1364,human eye can disti nguish two points and perceive them separately if their images reach two different rods,,FALSE,Resolution is best when images stimulate separate cones; rods have lower spatial resolution,
id_1365,visual acuity (Visus) is afraction (ratio) where anumerator represents the distance of correct reading of signs and adenominator represents the distance of eye examination,,FALSE,Visus is test distance divided by the distance at which anormal eye can read the same optotype,
id_1366,visual acuity (Visus) is afraction (ratio) where anumerator represents the distance of eye examination and adenominator represents the dista nce of correct reading of signs,,TRUE,,
id_1367,visual acuity is expressed as aVisus (V),,TRUE,,
id_1368,visual acuity represents an ability of vision to distinguish two close points (minimum separabile) expressede.g. as amagnitude of the angle bet ween the light beams from those two points,,TRUE,,
id_1369,visual acuity is examined using Scheiner charts,,FALSE,Visual acuity is typically tested with Snellen or similar optotype charts not Scheiner charts,
id_1370,avisual acuity is examined using Snellen charts,,TRUE,,
id_1371,"accomodation width represent sthe range of distances at which the eye can provide sharp (focused) vision, or the range of change of optical powers of the eye (in dioptres)",,TRUE,,
id_1372,accomodation width is always entirely determined by the measurement of near point (punctum proximum - PP),,FALSE,Accommodation amplitude depends on both near point and far point,
id_1373,accomodation width is always entirely determined by the measurement of far point (punctum remotum - PR),,FALSE,Accommodation amplitude depends on both far point and near point,
id_1374,near point (PP – punctum proximum) is the nearest distance at which the eyes can detect light,,FALSE,Near point is the nearest distance for clear focus not mere light detection,
id_1375,far point (PR - punctum remotum) is the most distant point at which the eyes can detect light,,FALSE,Far point is the most distant point seen clearly without accommodation not mere light detection,
id_1376,"if PP = 6 Dand PR = -2 D, the accomodati on width is 8 D; this eye is hypermetropic",,FALSE,Positive PR in dioptres indicates hypermetropia; negative PR indicates myopia,
id_1377,"if PP = 6 Dand PR = -2 D, the accomodation width is 8 D; this eye is myopic",,TRUE,,
id_1378,"if PP = 10 Dand PR = 2 D, the accomodation width is 8 D; this eye is myopic",,FALSE,PR = 2 Dindicates hypermetropia not myopia,
id_1379,Snellen types (symbols) are seen from appropriate dis tance at the angle of 1,,FALSE,Snellen optotypes are constructed so the whole letter subtends 5 arcminutes and critical detail 1 arcminute,
id_1380,Snellen types (symbols) are seen from appropriate distance at the angle of 5,,TRUE,,
id_1381,Snellen types (symbols) are seen from appropriate distance at the angle of 1,,FALSE,One degree is far larger than standard Snellen optotype size,
id_1382,Snellen types (symbols) are see nfrom appropriate distance at the angle of 5 19) Radiation and radioactivity,,FALSE,Standard Snellen optotypes subtend 5 arcminutes not 5 arcseconds,
id_1383,radioactivity is akind of transformation within the atomic nucleus,,TRUE,,
id_1384,radioactivity means that the atom is not stable,,TRUE,,
id_1385,radioactivity is associated with particle emissions (releases),,TRUE,,
id_1386,radioactivity is not assoc iated with production of dangerous radiation,,FALSE,Radioactivity produces ionizing radiation which can be hazardous,
id_1387,radioactivity is characterizede.g. by an activity of the sample,,TRUE,,
id_1388,radioactivity can be characterized by ahalf -life,,TRUE,,
id_1389,radioactivity can never be induced by falling radiation,,FALSE,Some nuclei can be made radioactive by irradiation neutron activation or other induced reactions,
id_1390,radioactivity is atype of chemi cal reaction,,FALSE,Radioactivity is anuclear process not achemical reaction,
id_1391,half-life is not related to the sample activity,,FALSE,Activity decreases with time according to half-life,
id_1392,half-life represents the averaged „life“ duration of unstable nuclei,,TRUE,,
